name,latitude,longitude,cctvUrl,city,district,town
전라남도 무안군,34.882755,126.496376,http://cctvsec.ktict.co.kr/149/uMTDpvG0vEzIE9q2gY0u32BydkgPS4ed+wZQe4e284Z065lDQJp6maIlzbxWiKOP+1O/0E33Pa3LKSbHWQ9DWtJqFf6jS4gfW/7SfH6ZzGg=,전라남도,무안군,몽탄면
전라남도 장흥군,34.739718,126.970943,http://cctvsec.ktict.co.kr/331/aIZZH8KfhQL+UARP9MHLtqdB7Xr8KdPSprksaP/B9jwwBYevLKNmW4HU+1hTajYRt22iSzezyaCm/nAZLUjoU/X5Za8fiV/ThyMjDrfuZdk=,전라남도,장흥군,장동면
전라남도 장흥군,34.753490,126.988319,http://cctvsec.ktict.co.kr/332/dpATfuHYNXsLkR208QvF0BsTp4IT0r+XDUWoyClBCpYd5EB8UNcr7t7Sm+6+eGHcq0LOj/jepXQRuVQ+0wOPCIBJjcD20gwtR3aXT0CuFUU=,전라남도,장흥군,장동면
전라남도 무안군,34.872462,126.492711,http://cctvsec.ktict.co.kr/2202/qpYiuemL0vcKDsU7KHQEn9jfx4s/1KKCB4X6oD31SvxPJ8YsWe2M8oFxTnhtDDKPEu41JwJYKBjbE8rvRKwXay5r32wF35ILY3dz3hg+MHM=,전라남도,무안군,일로읍
전라남도 무안군,34.864937,126.488907,http://cctvsec.ktict.co.kr/2793/15dWOWqBrpzwdeszpjTjjUgHzvTW6AtmJ/MKBsqm/mZeiNimZFt2WTEEeO2WcuiH3vacuV0yz82Gk/Bu1zMnN4rBwysb5/WztVdoQGuud7Y=,전라남도,무안군,일로읍
전라남도 무안군,34.945648,126.504768,http://cctvsec.ktict.co.kr/2794//GLl2me6KF4pUHnjTiWsxZAiqG/Ok+Q1yCDuBkdT7EM33BgIIeNDg36vKyebGk/briBu1/jXxHNOrjR/MXcKpicQNkNPO5VASFPlQxuZdiQ=,전라남도,무안군,몽탄면
전라남도 강진군,34.692417,126.758167,http://cctvsec.ktict.co.kr/3064/M7qpGPIuOrlpQJyFQHHnjNygC+a+e0Z90BSe9eWu0tFWfspi+D0eCsavYkUhycYgHn1SpzuOW+Txcyje6yALRmvewYk1r/f8/VtE3zO5NqQ=,전라남도,강진군,작천면
전라남도 영암군,34.707279,126.640299,http://cctvsec.ktict.co.kr/3066/llXjgo+K76UqeG5h/n0PSgGn0+XoafVDOCRnONskoOW3uKMiMfwUYajbLzlQBcQkPI954o1F21yb3zNq5qLZLV+v2l34MFffHlSkvAm8uIM=,전라남도,영암군,학산면
전라남도 장흥군,34.708694,126.907028,http://cctvsec.ktict.co.kr/3067/9pMo9ADID9gBMihrrKvImlEP/UmunGd1UA1r1lsh0vniLRIt+qFwG7yDtCw39VI7kJ0hgCn6eJO+gYLtu5S0sgJys+sONcyRRUf7KJxGJrc=,전라남도,장흥군,부산면
전라남도 장흥군,34.715278,126.928611,http://cctvsec.ktict.co.kr/3068/gdrX9GgMkfies1lp3k6hhdlEASbsTfmBm3lDhABT87YhYYWakJafOswIqFkjtz3JxcpJg5S8GPATwG2KQtxfYx1iGAHYFvI0CAGXsIGmcSI=,전라남도,장흥군,부산면
전라남도 영암군,34.708134,126.635245,http://cctvsec.ktict.co.kr/3070/mW2g1mPheJbqzrZCGoOyhoWg8UTlRItmakkMvJIdVs5iWgKsicZ9fJ0/si4a3xsbcANEbzinjAIvBZzSobnyjLwHuqVUyJfPlAkJckHRayw=,전라남도,영암군,학산면
전라남도 강진군,34.696570,126.698980,http://cctvsec.ktict.co.kr/3071/yRHSspu4ZI3Q8zcSOjqsoQJZCdDwPVVoEcDjqSncsWP52ZycmoXMaNEAvm070x8UsJngG0W2irmDDRTW8GR9TJ99Y+iXRxk9uBY6RZtvA/M=,전라남도,강진군,성전면
전라남도 무안군,34.948722,126.505146,http://cctvsec.ktict.co.kr/94835/A+CKNxp/UpkEXh0j1xtBHkzuwiJSL+aas8FYTltG+ayqM5VgKdgrjX7rSZzfSLpTWiel2cA4oAmFiNvOed6QllIIRibMpt/Ghkt19KEoy1I=,전라남도,무안군,몽탄면
전라남도 강진군,34.697817,126.713053,http://cctvsec.ktict.co.kr/3075/RJixbXnfivbLr4bAQxzxuIZLKo76rTnAROpGp8vGtVvn+eH0Q8pM+RH4Y9dGTGtTVXyn7Il/j4zM70AH4V1fkOJoLGJMXu5HScqrlmpspCI=,전라남도,강진군,성전면
전라남도 영암군,34.737917,126.571583,http://cctvsec.ktict.co.kr/3077/3MqFdW01y0A1CkFDxcEhErS9mBB5nfJOMHUJJh5hVJTdJAwm4Lk7kF2WZTBSjz7Ns1WQ+Q5gMv8WOKqZQNOiQHMbZzjbXsT+IszVTI/zyRg=,전라남도,영암군,서호면
전라남도 영암군,34.753160,126.529360,http://cctvsec.ktict.co.kr/3078/r8zQYlO/0CCgZ0HMSEFyEIjn55om8o24ewcss6ezpLjudHnS5k6QPBHnz/YDi/SZX/40S1m/aHMhqqcLYfakX6tHnt28Tx2QUXmSuG6j8Mk=,전라남도,영암군,학산면
전라남도 무안군,34.858890,126.482220,http://cctvsec.ktict.co.kr/3185/hqf65Ql6j5WJHLyf4QMlHqtB43eKLYYzUEIiJ1q2pXDv6N3xT9+wfdLKm/bB6Fe+rbpczq/9n+PIgVZlkXr1M6cwlxTEiT3VODZsNFET+cI=,전라남도,무안군,일로읍
전라남도 장흥군,34.738651,126.969653,http://cctvsec.ktict.co.kr/8572/lz5/fsUOAIKGM3hMW7+Jw7/XjyKOgwNXb2tEubyftiyL5XdWcH/ugydL+8Pm2KhrVqNbhLOnL/NOcS/IAlmnpxW/cLGE3Pmk06IidFmATnk=,전라남도,장흥군,장동면
전라남도 장흥군,34.754964,126.989481,http://cctvsec.ktict.co.kr/8573/SiSVEzDY/2LUlD08dcfiw+Di8fvF5HzimyuhxmolMHK2rBcjV1/EgAM5yCByAy0VoAuzanzXvoxel35qya7M/1iHE6SbYiY7rUxtUSkA/50=,전라남도,장흥군,장동면
전라남도 강진군,34.684053,126.810326,http://cctvsec.ktict.co.kr/8574/WQ6wP53I7bdsiUvoyFy6rzp+pWUtMHZ8r68Bw60ONcrt+eCoS0L4EIaTS8MQ0iwl8zPk062Y/edBuBEBTwjshRqBfTCWmQ0hqkSJIyBh/a0=,전라남도,강진군,작천면
전라남도 강진군,34.685911,126.791568,http://cctvsec.ktict.co.kr/8575/uhM4nlIYgOS7T7+PX7MYG5YCe5sMjeRU6IhTfjxnoDWeQbpDlPDqAlTUNMjALFDGjAEjD4DqpqfL1IVeITTZs4oV6iAS4S8rE0wmUSIt+WY=,전라남도,강진군,작천면
전라남도 영암군,34.746420,126.536570,http://cctvsec.ktict.co.kr/8027/ltOUBmL4e398HQ2OjLHocUSQILTkUyXZ0Vr9sOgMwIIa5uk9w+T7sWRuVQhVZqTzGweRXvX4goboE7cj0/lLwcGS73cxsbV1WN5be4TWTJM=,전라남도,영암군,학산면
전라남도 영암군,34.737820,126.552120,http://cctvsec.ktict.co.kr/8028/xHOEuj3wehRPJYtl1QYBvgv789svmKAdNNX0R8pTnZhq++nujDJxpiEsonSdg5MW3krRH7ZDNXroNwQGO/xlEaPIG546tYwUmex4NlI2jPI=,전라남도,영암군,학산면
전라남도 영암군,34.720833,126.624861,http://cctvsec.ktict.co.kr/8029/fIFBhdEWqyZeX/5olGoThisUPTtEdcb1ru9tbpPwuJ60U0iONegboBdRXIj6crmA2jBPZZr35x2r5fKrciKXosseGyZ1pYUgsCXW8EPD3D4=,전라남도,영암군,학산면
전라남도 영암군,34.711283,126.630482,http://cctvsec.ktict.co.kr/8030/qUNFIMzGsh1ygPXWPJHyYMPzFc9Xywb6TppmujHSluTCgBk4BX2E+4pZQAso2jNrwMLrtwaLmski8LKOYBOpegjaKgi3HrOJd8l+pdiwr+E=,전라남도,영암군,학산면
전라남도 강진군,34.698467,126.680946,http://cctvsec.ktict.co.kr/8031/djB4srcmI9meDGSrq0c9aUARy0dLONFacPWZcSYQjPp1tjLx8VJ5/Tg5AAijrhhU+2yw7t9SGEvhXquqCDxGTEs0MJYi4ybI1awwRTK7Nks=,전라남도,강진군,성전면
전라남도 장흥군,34.701658,126.893250,http://cctvsec.ktict.co.kr/8033/zH60/h1cDLBtaH4Dtq7rpT+Axk16WoQiLxVy03HLgTrIyKhve5upsXtYkHp5mPr9NdLIudl//SYhO9d3Ika6tw0oekOLsge68Yd2IXxHW3s=,전라남도,장흥군,부산면
전라남도 무안군,34.844354,126.465906,http://cctvsec.ktict.co.kr/8041/B6dsg5G7f5riKPMQtywtwr5GiFth4NRdjLF8CfnshQEungOm2st+tpbk4eySAjuiwvF2a3SIb11d2TwTC3/mxazn20i2bM/kLK/9x15lUts=,전라남도,무안군,삼향읍
전라남도 무안군,34.988056,126.493333,http://cctvsec.ktict.co.kr/8091/5rlrq9+VkZfsRHAEnRyJuQa96RZqZOX9Wq3Obw/67R6VaPYjgotOMNlFXHlttfM3nATFD8iVl4tDIJchJbz4zLl+N81ypjH2hDi5gOVUiig=,전라남도,무안군,무안읍
전라남도 무안군,34.974440,126.495830,http://cctvsec.ktict.co.kr/8092/2hTTs5iYTT8SugPWT/uKkWsOxFtlPNGD882p4ue6VeoebTdyWMzMg2tdwXX0znwbPP+ykgI7dwb5XprFx0iT//uxnRYfqTf9HkdtqzlvXzs=,전라남도,무안군,무안읍
전라남도 무안군,34.957778,126.501389,http://cctvsec.ktict.co.kr/8093/IX/tXwxvtR6nTiUHNhTD1r8Rj9dt5RJE2zGbHTJ2bAO5PfSgLCRa8ZpMIE4uSg+WMK/wWaRAr0jP013kuOVNw1oFeqEceBfjg6AGg0mNCEQ=,전라남도,무안군,몽탄면
전라남도 무안군,34.924722,126.497778,http://cctvsec.ktict.co.kr/8094/HT/4imYQoX1IxdzC1lui+oALsQcf/UrlobXNy4Oac7moYEAHzEmO5qi9WBWPwANBUh3OLVdolRWEUPfq6T9VA09GbTV0vkxxewg7lQUBTu8=,전라남도,무안군,몽탄면
전라남도 영암군,34.737234,126.563631,http://cctvsec.ktict.co.kr/8174/HLBu6YjyQwSb7uR1JBdt4wzRz6j6Ikp6tqFYJaYZXvJ+cUUYnDtiJkrV84aWqCpR3TNY3KJEuBfPOFGb/N6qH3D3B73zRRo7ZVQ2jB1DaQ8=,전라남도,영암군,서호면
전라남도 영암군,34.730344,126.592070,http://cctvsec.ktict.co.kr/8175//Ck1D046Q/epmtuGDAwDSsN6cpPqDwqHkzT9xH64/OSRQBM/DTGh2SgMsZHyuWe+otOKsbpM5Uj+Un73g9g/OoudhkT8LorRkhfG2cJYyWE=,전라남도,영암군,학산면
전라남도 영암군,34.727972,126.602022,http://cctvsec.ktict.co.kr/8176/2SaLjPAdDmXt7oDx/XwozQVLBRVxU76+JDNzblz9iHAQUWP6CnmRp4dsgzLE+Fq1SgYGTA6Asm6Ly5CQwF3SoiCyExb4lp2n05WXu5eEGh4=,전라남도,영암군,서호면
전라남도 영암군,34.703806,126.659750,http://cctvsec.ktict.co.kr/8177/4eTxITezYNGsWPAEzNDCD4vbR9mp6pgNQ1zgTkS8XfnSbXGRUaPCJUrXzU2Wk/tUrwMlw616ce2vBN749CYMOIfFhDiWK3Uy6hvGyHPCS4w=,전라남도,영암군,학산면
전라남도 강진군,34.695544,126.726335,http://cctvsec.ktict.co.kr/8178/WZ2KWWwJAdtal5+qiwnp5jUJQT/6o0Sspq1lcjUyvwnjUhlSOZGe80Oaimy5Whab+zKSNnNJdYPIp86/vj49LFIU3YhZBsCUZdc/xV6qJUs=,전라남도,강진군,성전면
전라남도 강진군,34.697629,126.734609,http://cctvsec.ktict.co.kr/8179/PfcnQT2oDgNkGF04PXPPVZ3I5Q+KfWb7kevbYnRWYWARSSQyHMxmQY8u29ybwQHfSoGGTRnyoB7rjsP67yCaeZXnFmMDLZOqtvrZ6yt+xCQ=,전라남도,강진군,성전면
전라남도 강진군,34.697216,126.746474,http://cctvsec.ktict.co.kr/8180/gsPEJI5dwO4QTBqQTWPdQdz4/bgpzp/k6EVgem0q3MsOHKLzXmb7mP3AUxbWpIpkUVDNlDlbj9tcOZUpkf9aOurnb1GMCr40M8VavoBYhh8=,전라남도,강진군,성전면
전라남도 강진군,34.685884,126.777571,http://cctvsec.ktict.co.kr/8181/GPwrq59d+IMEbt0lSwqHhi1jtxsqxWe2J31rUKQSeZ5iYP1w2b8lfjpk7jFUuweBOcRbQlAGW7Qj6wq9mGapt3OahbCwONh+VanYDKSUsp8=,전라남도,강진군,작천면
전라남도 강진군,34.682133,126.816999,http://cctvsec.ktict.co.kr/8182/kwNyAjPUSLrPAN8RO1w7UFrpmkgH2nGhFHo/RQjDcNqNuuKyd5VvKV7Y8XB86Nr6OhW/j0Rq5w9NKO+wXEZXgCmRsJzgNxJpbCFk9wmILS8=,전라남도,강진군,작천면
전라남도 강진군,34.681141,126.836323,http://cctvsec.ktict.co.kr/8183/D/7fOTslsowoLkZEdsDOsJKxDhmtBOzrEnGzQCoL4ANcdVnk77GDjXVxIXzC87TJt7RANyb9awlmwvQRDObe7NlSz8NKH0LZPfYmvhoKQLY=,전라남도,강진군,병영면
전라남도 장흥군,34.688333,126.857095,http://cctvsec.ktict.co.kr/8184/lbq33Oai34wGT/RK0vZRLZW8B+ViBxPO+Al9sXqF1Y544svvR3z5whcx5aWZ0wXy5k7PTZvLdlZcUvfIqeokYoskUfxmwCCT+QbCttH8SGI=,전라남도,장흥군,장흥읍
전라남도 장흥군,34.693088,126.869284,http://cctvsec.ktict.co.kr/8185/cC7hJ13CzkYsEnZ2OJ+kQyMDHJ9XvMAgzkY6+L/ZZk6KNtoDFIvuFwJBJ3WutgMhvzYFjx6GGTEcF/gkmAYcH8pXVE0QhIEte6JjIAqNB5Q=,전라남도,장흥군,장흥읍
전라남도 장흥군,34.696333,126.882750,http://cctvsec.ktict.co.kr/8186/CGxPwwN9SLv0A9cCjbbwpjLDnGVSK8eKNU3sinl27HGG8dCd8Akow8zGlTxYSeaJgRCa/Xj81ngaOnQmRjyV1mISklTCPRSoAeZ+q+x49Gs=,전라남도,장흥군,장흥읍
전라남도 장흥군,34.729722,126.941389,http://cctvsec.ktict.co.kr/8187/zxjQH+SP+VtwIcw+q2fHISX3nsXiAfd1EW3x44M6evrzr+hYYEOaY7xiU6Mgd1oQWqEPqjxR8LHwMvJbQd6Gcj77vDiR0O5CBEgr58xVkOc=,전라남도,장흥군,부산면
전라남도 장흥군,34.735239,126.959250,http://cctvsec.ktict.co.kr/8188/Yox0Ia7oAsB+r1yisbEJJ6iXdSQLOsZ3kDUc4ab4IC9h+TaOgwRdikXqcKEQnG05zDZop8AlA8xI6ZgDLCXk9PjGAUIkFvG8wks2fRUWU6w=,전라남도,장흥군,장동면
전라남도 장흥군,34.763167,126.999500,http://cctvsec.ktict.co.kr/8189/8LYdvOJeArPBJBeE7GxuY8HqFQSqFogEx7stupswA2+LYtF5BTAmXryrKD3Khs3VanaWRITeKZEE5ex/Ol/+GNViJENJ6tKIoHvO2vaam3g=,전라남도,장흥군,장동면
전라남도 무안군,34.895583,126.499953,http://cctvsec.ktict.co.kr/8237/t+qC1/qYe+pxQqcbQfoJh79hRLCXAC7sYDj+3icyMFirkert2GET04gvv2nkg8KBdC9gfazOcSTfzv36fDbp+N8z9U9HqlIEBkw8AETUkAM=,전라남도,무안군,몽탄면
광주광역시 광산구,35.123266,126.738041,http://cctvsec.ktict.co.kr/148/B5qb9zcepUCFj3yt2sZLO8jfp3L+7jyImYfJCl2Lk6pAsT/2PFS+Lm0+aXhVodZ0Rsk3wHy1zVv1Aa+gvOlAhmQZKJLOUgxYWMwFfJJ0QRg=,광주광역시,광산구,용곡동
전라남도 함평군,35.017284,126.490463,http://cctvsec.ktict.co.kr/150/5l6XiIgRsaSu9AgZrRFUYTPVhytfuZymym3+eoZ9JVSJkoic6jqgSqVQSuBCUEu3DkSfjHL2Yjcb0Sy2sVdIsGWeKa9uPTQAf0ecXEhXNEs=,전라남도,함평군,엄다면
전라남도 함평군,35.092846,126.481369,http://cctvsec.ktict.co.kr/152/uIEeQUVlMaTvYlkF/wYKM6qyKIyqW801ps5gQcmC/C6pKzijXnL1LCmu7zr4zynrt6BeJAnPWa9B35p29CVcsl0QT16cf2nbO9ayEWfacVc=,전라남도,함평군,함평읍
전라남도 영광군,35.287579,126.550430,http://cctvsec.ktict.co.kr/153/j9j4l+6xSNRLXuLgXtR98edamLh9b6LUH7rTC6a7oIBo7dxm/306BjO5DJaemYUV77M+rv6H5edlMEsCrccYE/XHDqIgjKcnYeYQAdzP0H4=,전라남도,영광군,대마면
전북특별자치도 고창군,35.417238,126.653181,http://cctvsec.ktict.co.kr/154/tsTawR6iac6kTcIS6ON6BqIXdZosupZM4GHINY4WPvNCNjtenh7F+0A1HqC6W3CVdCJHB3T4oHq8vs1RoGNK7izX/XR8mOUkfioOQw4vZeo=,전북특별자치도,고창군,고수면
전라남도 담양군,35.222394,126.972037,http://cctvsec.ktict.co.kr/202/Kj38xshtx/su+GKkefa9/A0Y78zZ3DEMchUeq/tsZ3ooI4LCB8jO6TLxEzgYHzgCF6rR2xpsi6w7NkG1L5rq+iVZM55iV/1m3Vmb3QIHLZU=,전라남도,담양군,고서면
전라남도 장성군,35.354452,126.746888,http://cctvsec.ktict.co.kr/321/j50ak8mQvmCDDp5VbQLFK8H305yz374/e6Ml2CM3qKWtOwdyG03x5Efcnq0LprmmuEo4Mw0rdMFlg0XcO0aGeBnvLcJfm0Q41LoOVuuokk8=,전라남도,장성군,서삼면
전북특별자치도 고창군,35.332409,126.573097,http://cctvsec.ktict.co.kr/392/WLVj8CLzzSlpx2K4eVBorgYOdLKp/k3/T7R++MW6WYmwAHCm3Rv4UUUscA5KrQNS6+Il0FK09/fNPx5g7ossDVJPXHxpkvp7Qqugg5xTEDU=,전북특별자치도,고창군,대산면
전북특별자치도 김제시,35.819965,126.836929,http://cctvsec.ktict.co.kr/393/JaR0uK6uhRcK1O5CZ3SCm77UGiDTxaHclAFhKEO//3KwBthg7g4KZUJjYNrj6IPkhAQuUCqxpRWiZG1RZ9cmfDR7L8Y7BKOs7o96OirAcoQ=,전북특별자치도,김제시,성덕면
전북특별자치도 정읍시,35.560600,126.824272,http://cctvsec.ktict.co.kr/768/OY4v4sejN/7TzUzIIyGW/GhAFzve02oCfJ1Rvjp7F6PMIcK04che6fU0XkMWdTjwoi0NIO1u4YA93rTBbv9hNaf3Nxr1n4VBTTH6Yu73Bu8=,전북특별자치도,정읍시,상평동
전라남도 담양군,35.251944,126.969167,http://cctvsec.ktict.co.kr/2000/OkrVhTBjUD45Y7CN7epE8IOh9El8yaISV/u69avaXSIK/LQu8WQeIwZn8Fbtlwk6Mkr7hLZ8xo0Fws4VQay8rw0Qm8rnppO/UN4UI0G42sE=,전라남도,담양군,봉산면
전라남도 장성군,35.350000,126.761670,http://cctvsec.ktict.co.kr/2054/5slYKAbhGY+zycg1S7xW99p4ZtBy1KhMTDnc1GJg6Brxgckz3IBo3gtU0MyLuilghIIUYumKY67qbIAHFw3yzp5IDOB+7zyOA2wYupBvw4g=,전라남도,장성군,서삼면
전라남도 장성군,35.331670,126.801670,http://cctvsec.ktict.co.kr/2055/DLRPm+18IE3XrwQTBxJsnMmuGzhVGfskU3L0poDIs8KtJ2g9nJNfUNU26vWbZ4AZK1UY2T18Z4KSlWsoULttgqH2/ua7zoyovwlvi+jKroI=,전라남도,장성군,장성읍
전라남도 담양군,35.261794,126.892619,http://cctvsec.ktict.co.kr/2056/MUUgnmZkzdx8zFl26Qn0dobpv1Lev+yNAqMx3D2Bh7XpQJNoM1uI+DXSmxNn4qWO9y+E3hLKbMFZKOawRm9T2tzoyJiIDsHcnQ+5l5o9/L0=,전라남도,담양군,대전면
전라남도 담양군,35.247500,126.937500,http://cctvsec.ktict.co.kr/2057/lnj+SS4+OCTTxVnBQ72B9t5CZwp1dQx5SyETnTkeLvImj7shslWIoIdgJvzVIk4GAhb67zlnfIXbnPqCmBz49budYDRrcR0ugduF0B4cwZE=,전라남도,담양군,봉산면
전북특별자치도 고창군,35.403333,126.673056,http://cctvsec.ktict.co.kr/2059/EpLIihhQLUY6mv2QCJYqKs0P0XycxkAsLpeMNKrxOcf+QMuMmddpwIWqVINYWieyMkVMCbRVrs7mahqFp4ORZ0ZlcHWC3ibu78uuWrecRjU=,전북특별자치도,고창군,고수면
전라남도 나주시,35.067780,126.601390,http://cctvsec.ktict.co.kr/2135/kKimwE34bcCbVTtCmnmkeC9KjV/Rsen702vcWBpZyYtJK2kQ+nk6IPmfRx1gDmwf+QbzHIHvFJNeGRiVUGjyrUxZBPyMxQ8Ypv8rHysR1mU=,전라남도,나주시,문평면
전라남도 나주시,35.102730,126.698490,http://cctvsec.ktict.co.kr/2136/KP2J3lS7tRWg6+FYyLJh8JOyYmHqouoa7QZnk+evPV6sfsC0CwSrQ0iWsVM578Y4/pV8Nv21lYNz4dDy5g0Ju2BDARh9Vny/EE0Z06lj0D8=,전라남도,나주시,노안면
전라남도 무안군,35.002780,126.391940,http://cctvsec.ktict.co.kr/2137/j4DJcu4DAp2+a/oVL1pN/cSAV9j+WyjJJmNYQe9nnRAHy0QGWhFDz3f8aeW8wS9Np8lQGuOwYgLbhyHwiQ0V4Yi/Cky0Tcwaf4wMdL1Lp/w=,전라남도,무안군,망운면
전라남도 함평군,35.051390,126.546110,http://cctvsec.ktict.co.kr/2138/h3jvzJV2Uh0bUrhU3py9xUgz/6fmkLsymkWrO0s8GhChYY4sNTc7tARtrUxZwb5hlS1QsKswpbkDKIAkluqYCwaqEa+EOv+odvGTskfE6u4=,전라남도,함평군,학교면
광주광역시 광산구,35.118964,126.732431,http://cctvsec.ktict.co.kr/2139/We3RV3JeSnVJDnMoa9MTR3zw64jYrlVNGkt+h7XmaqFJ88uK3OP6L5n+Xofaho5GkpgAB1ZmTUlU4Du7Qy6S3Dz2Nn/sRzCMBjHFmHdOQpk=,광주광역시,광산구,동산동
전북특별자치도 군산시,35.944975,126.833971,http://cctvsec.ktict.co.kr/2190/LjROKbRjpv6u8kierDsI8T+EHx+pYFKU6EvlokC3N2/FbvZ86tt+MjFo/vPLq8HINPEtxvX2n21H+MJKntMF1LLw87UObryiJhbuquGN04o=,전북특별자치도,군산시,대야면
전북특별자치도 김제시,35.834415,126.839490,http://cctvsec.ktict.co.kr/2191/9g7EIo64n/+yv+ToRfrwwDWU4gpWk8C0ieJ8Dq5ZwR67ZPLK66akZGtFLY/T2/bzFtaDxDfsowBrSui2fmDhIBWfdRPDSGKvmhOKuQpmBMk=,전북특별자치도,김제시,성덕면
전북특별자치도 부안군,35.724000,126.767000,http://cctvsec.ktict.co.kr/2192/UKtGStperbTKjDBOCML4ZTSAQpFwwhVrWAXR7hBLcOVPzHJVSVNGXoONsklR1bSj1Ix1x4Roc8+YqDVvrU1tiPzM+QsbaBddstIBeEkqh3k=,전북특별자치도,부안군,부안읍
전북특별자치도 부안군,35.596670,126.696110,http://cctvsec.ktict.co.kr/2193/og7pgewQJ6E6LgJhoiO8WaiN7+06JNOBTW+AmEolz+J7HST4AKA5hUjkawHGwefU8zSX7oFojbCDWCmqJ0CULeZhDsRVcAxF06YDVSOVUWE=,전북특별자치도,부안군,줄포면
전북특별자치도 고창군,35.541943,126.690681,http://cctvsec.ktict.co.kr/2194/t3LVvMpnF6RC8kuI0e6rw85nGw9KFw0nYGYmc18c64GYhxcj+5YFhdaw/P9J719C1j0sUeofUK0E0ws4Cm4l6CBNbxRI3/jugEjRPfUBuwM=,전북특별자치도,고창군,흥덕면
전북특별자치도 고창군,35.439574,126.663792,http://cctvsec.ktict.co.kr/2195/K9Mt3+Ibb4EiGFWecSWUnExwQujJCa1vya02PMorJ+wSWxVoesmNH1AN2U5ECqH8HvSLUNqVCi64DbHLedVJMA651+jA+XeDR8KF45X8GT8=,전북특별자치도,고창군,고창읍
전북특별자치도 고창군,35.373613,126.598645,http://cctvsec.ktict.co.kr/2196/1GnCZCHvjPZvcLstxAGJEm81VNIFtqKdPCnsMJbdg6npTC9ZzwTrRdTA6dGDIPHzevpYSGaXpbNiZ1YmZAen79RD/HL3DBzfOEj8vsAcgIs=,전북특별자치도,고창군,대산면
전라남도 영광군,35.298930,126.557578,http://cctvsec.ktict.co.kr/2197/tPrUjHiu95Uu4lsWRHyO6iS8VMCXsCr2H6MhTzDW4S6S7NGLlG0uTyUJjtfqwNR8BYt2jS0WnwUF+huTpm66BB4amDtq3aR5xH1Kw10penk=,전라남도,영광군,대마면
전라남도 영광군,35.218890,126.490830,http://cctvsec.ktict.co.kr/2198/gYmVe4rQR05iIoj9WYyHSWUl70NReQXF/oN2AlMSqA/lhJrELyjqT7NXCy4vSFyXu4ZKX/VfPOGHdZ0NW4YUl6+VPlMjRsx7Hn92lvCFZOU=,전라남도,영광군,불갑면
전라남도 함평군,35.169170,126.483330,http://cctvsec.ktict.co.kr/2199/cMce9hg6Y+TlNR/oC6tSyhs115yK+kypGcJtSljzLxs74XmxHi88EXV/eIzcW4FZXNril7thZW2SnBSJ5WbrO92Sb0g8mnhlh4iqdpZj6Sk=,전라남도,함평군,신광면
전라남도 함평군,35.099170,126.481670,http://cctvsec.ktict.co.kr/2200/cceoEaJ5zY5QnL3mrTc2DIPUNFZjtP+mwoRf7W5SKf4UuBWG4ImOdoyOX27QnLp2wLGZHxumDLPajX16azUOd8yXFlGxYjQtioudwBU3fMs=,전라남도,함평군,함평읍
전라남도 무안군,35.009162,126.491888,http://cctvsec.ktict.co.kr/2201/158IrqHSoMDV8VQq0GQXAlJAN6Lx4pX2aopeDb8q8+8agJHw788P51CTN+HOMQCqLNOKJEJP/bArGMIpEqXTm+wBvY2PmlL3Mj+iP9yHLnM=,전라남도,무안군,무안읍
전북특별자치도 정읍시,35.661662,126.928125,http://cctvsec.ktict.co.kr/2319/axOCi3AjBUqI4nRwUl37iGL+2G/SviqYepa47S6CXqIKvFK8/3GtnW/0CFl/rdshYlzZ9aLwSi7q/5eGDx7tBIwajUKeDDVxXjTMmc/SSww=,전북특별자치도,정읍시,태인면
전북특별자치도 정읍시,35.580616,126.832974,http://cctvsec.ktict.co.kr/2320/zW1MURpOHQ0Awhs+P9pCCZCQ8inQE97J/Hvi7nCjcnUp7fW4AJPeOCNqnbpjw8HffO/Vpad0eW+ezKTQj0OxCcoyYfCM2pNk0osuuCObEJU=,전북특별자치도,정읍시,농소동
전북특별자치도 정읍시,35.509507,126.801856,http://cctvsec.ktict.co.kr/2321/uOzgZ8e0ERsWYJtp1P/99I/AKuph/dLoWgABhDFixiTIGo9b43PaxvZq2ZJrICdLP5EESjJK9uQBiQPqNeCGYs2RH8/JsCCwzT24QhVja5A=,전북특별자치도,정읍시,입암면
전라남도 장성군,35.430460,126.804756,http://cctvsec.ktict.co.kr/2322/h0xbZib/gYhrXSmFtbzPa/Hi6uO9KH2dnJHPdw2KC0LuPdrXeVvib7P0KG0RjWoSI6IrABVk3vqKipR8R0gW3e2dJqXJG5IdFTLTVkFUbss=,전라남도,장성군,북이면
전라남도 장성군,35.333319,126.808452,http://cctvsec.ktict.co.kr/2323/aR/J5BlKpjMHZLRP5zXhv43Hsu1uU8BiyasPTfWJc6A0m0gF5MxDI3bSDpXubuTn+Ove+P5BZcJ2vfb9vFDKnsw6SCwy1BSNCIsUAq4JkAU=,전라남도,장성군,장성읍
전라남도 장성군,35.285729,126.786800,http://cctvsec.ktict.co.kr/2324/4In6ajbxAXmlLWHnsk983wnS1G0TMHPheuKpw0neDHiBWh9Eal8RcVPLS8LJ2i8EnZCLSOxWLFqkqcrvwjWlVPK0Encsy6mVBtE7IJALbLs=,전라남도,장성군,장성읍
